,CensusTract,State,County,pop_with_low_access,percent_with_low_access
16886,12095017504,Florida,Orange,1220.95977957977,0.166184807347186
16919,12097041500,Florida,Osceola,1220.66801873113,0.096472616670445
15519,12057013917,Florida,Hillsborough,1217.76130083244,0.183177090979609
15886,12073002510,Florida,Leon,1211.8405428994,0.16382865254825
15321,12057010106,Florida,Hillsborough,1210.28359615635,0.235280636888872
17435,12103020500,Florida,Pinellas,1209.27917523309,0.325075047105671
15436,12057012106,Florida,Hillsborough,1207.68172321321,0.249057893011593
14201,12009062103,Florida,Brevard,1205.38446122401,0.152252679199699
14715,12017450701,Florida,Citrus,1203.34946086465,0.175211045553969
15084,12033003503,Florida,Escambia,1203.14969952008,0.192843356230179
18257,12127091016,Florida,Volusia,1202.22125695436,0.204947367363512
15546,12057014122,Florida,Hillsborough,1200.09671931622,0.350188712960673
15181,12053040906,Florida,Hernando,1198.8707687452,0.204515654852475
14831,12021011301,Florida,Collier,1198.36022613942,0.188155161899737
17902,12111381803,Florida,St. Lucie,1194.04445251072,0.223687608188595
17750,12105012802,Florida,Polk,1189.58805219433,0.405449233876732
